,0,1
0,-5.2018137,-0.00552176
1,-0.035022818,-3.369215
2,-0.02512351,-3.696485
3,-1.6125681,-0.22236256
4,-0.01852216,-3.9980345
5,-0.020185992,-3.9128418
6,-5.4074063,-0.004493378
7,-0.022106536,-3.8229146
8,-1.5005608,-0.25232148
9,-0.02044508,-3.9002206
10,-3.676835,-0.025628496
11,-4.8062696,-0.008211897
12,-4.8452806,-0.007896516
13,-5.366367,-0.0046820533
14,-0.052427214,-2.9744282
15,-1.7954723,-0.18158063
16,-0.018127836,-4.0193543
17,-0.04685524,-3.084029
18,-0.018990954,-3.973271
19,-4.876585,-0.007652255
20,-2.6703498,-0.0717409
21,-0.031673256,-3.4680772
22,-5.354068,-0.004740073
23,-1.9607192,-0.15170363
24,-0.62787557,-0.76297843
25,-0.036695182,-3.3234003
26,-5.022672,-0.0066086547
27,-5.3774586,-0.004630201
28,-0.028716084,-3.564622
29,-3.5130005,-0.030260589
30,-0.17825375,-1.8123506
31,-5.11162,-0.00604456
32,-4.9968147,-0.0067823674
33,-0.020093927,-3.9173656
34,-3.0584197,-0.04810028
35,-0.024039108,-3.7400696
36,-0.08290846,-2.5311859
37,-0.019548496,-3.9446125
38,-3.2342644,-0.04018592
39,-0.13946572,-2.038859
40,-0.03704159,-3.314176
41,-5.247024,-0.005277037
42,-0.053512808,-2.9544718
43,-5.4106402,-0.004478781
44,-0.07106095,-2.679537
45,-5.394602,-0.0045514083
46,-0.024238445,-3.731912
47,-0.0466392,-3.0885417
48,-5.353939,-0.004740666
49,-2.7608724,-0.065324485
50,-5.3298864,-0.0048563387
51,-5.049925,-0.0064304103
52,-0.16567098,-1.8794435
53,-0.024194112,-3.7337177
54,-0.031880196,-3.4616697
55,-0.03567871,-3.3509886
56,-4.599019,-0.010112716
57,-5.3653545,-0.0046867994
58,-0.034197967,-3.392639
59,-0.035856187,-3.346113
60,-5.4093843,-0.0044844775
61,-0.08986924,-2.4539974
62,-0.81873655,-0.5815851
63,-4.45253,-0.011717424
64,-0.035223886,-3.3635905
65,-5.0975647,-0.006130344
66,-0.027872683,-3.594014
67,-5.286119,-0.0050742417
68,-4.996516,-0.0067843804
69,-0.042896334,-3.1703396
70,-4.4068704,-0.012268201
71,-4.838136,-0.007953403
72,-2.7171907,-0.06834319
73,-0.025783718,-3.6708758
74,-1.8388317,-0.17316727
75,-5.1438,-0.0058525866
76,-0.019427145,-3.9507809
77,-2.7391489,-0.06680805
78,-5.0780983,-0.0062513053
79,-0.019139376,-3.965562
80,-5.27871,-0.005112076
81,-5.00455,-0.0067299134
82,-2.3096633,-0.10457716
83,-0.386416,-1.137835
84,-0.12927382,-2.1097631
85,-2.6022828,-0.076993644
86,-5.3720098,-0.0046555935
87,-0.10086884,-2.343945
88,-0.02495842,-3.7029989
89,-2.1186357,-0.12805553
90,-4.956259,-0.0070641283
91,-0.045851894,-3.1051776
92,-0.08347766,-2.5246246
93,-0.042692803,-3.1749942
94,-0.048751973,-3.0452864
95,-0.034220777,-3.3919845
96,-0.12810524,-2.118272
97,-5.138952,-0.005881148
98,-5.400418,-0.0045249453
99,-0.04187289,-3.1939797
100,-0.018492669,-3.9996138
101,-0.042524647,-3.178857
102,-5.071892,-0.00629028
103,-0.050713554,-3.0068111
104,-2.7946217,-0.06308678
105,-0.53246635,-0.88468325
106,-5.168449,-0.0057096486
107,-5.408786,-0.0044870884
108,-0.05990035,-2.8448734
109,-0.026750406,-3.6345499
110,-0.019249534,-3.9598799
111,-0.072929986,-2.654499
112,-1.0660644,-0.4221452
113,-0.6119637,-0.7815084
114,-0.033331163,-3.4178803
115,-5.3958735,-0.0045455936
116,-4.180555,-0.015408169
117,-0.024530917,-3.7200637
118,-0.0284706,-3.573085
119,-5.306973,-0.0049692695
120,-3.6561484,-0.02617132
121,-0.027750134,-3.5983567
122,-5.3728876,-0.004651559
123,-0.02766352,-3.6014402
124,-5.1877613,-0.0056001204
125,-5.0338154,-0.006535229
126,-0.6525198,-0.7354952
127,-0.050909683,-3.0030482
128,-4.2388573,-0.014529144
129,-2.230186,-0.11373828
130,-1.46592,-0.2624895
131,-0.020183772,-3.9129488
132,-5.2672987,-0.005170901
133,-0.026000245,-3.6626194
134,-0.31981975,-1.2956493
135,-5.119922,-0.0059944373
136,-3.6502032,-0.026329475
137,-5.3461504,-0.00477792
138,-1.197062,-0.35965142
139,-0.033417866,-3.4153273
140,-0.030101202,-3.5182025
141,-0.02220681,-3.8184407
142,-1.6368693,-0.21640167
143,-2.4445283,-0.0907643
144,-0.03321747,-3.4212427
145,-0.5363333,-0.87920904
146,-0.05890788,-2.8610892
147,-0.10027161,-2.3495893
148,-0.041072436,-3.2128825
149,-0.038442533,-3.277752
150,-0.027993478,-3.5897462
151,-4.8539915,-0.007827798
152,-0.021178879,-3.8653228
153,-0.20860809,-1.6697893
154,-1.3343264,-0.3056227
155,-5.418666,-0.00444294
156,-0.53246635,-0.88468325
157,-0.92627084,-0.50422716
158,-0.03375112,-3.4055681
159,-0.025730392,-3.6729205
160,-5.159612,-0.005760497
161,-0.02488133,-3.7060502
162,-0.022490552,-3.8058867
163,-0.021026092,-3.872488
164,-0.17962542,-1.8053501
165,-0.053941317,-2.946708
166,-0.022913335,-3.7874684
167,-4.9340377,-0.0072234417
168,-3.6067407,-0.027515199
169,-0.4331025,-1.0455285
170,-5.4009585,-0.004522453
171,-1.6773572,-0.20686086
172,-0.06371994,-2.7849486
173,-0.041168652,-3.2105918
174,-0.027200745,-3.6180809
175,-0.023844622,-3.7480965
176,-0.017604172,-4.048407
177,-5.4261127,-0.0044098278
178,-0.021546919,-3.8482754
179,-0.19993052,-1.7080858
180,-0.019074231,-3.9689376
181,-5.4030337,-0.004513078
182,-0.018579148,-3.9949892
183,-0.0219322,-3.8307433
184,-1.0519596,-0.42963386
185,-0.601544,-0.7939955
186,-0.032864198,-3.4317589
187,-3.7491467,-0.023819247
188,-5.3770733,-0.004631981
189,-4.90167,-0.007461891
190,-0.042155106,-3.1874015
191,-2.7497284,-0.06608133
192,-0.018299676,-4.010008
193,-5.370679,-0.0046617636
194,-5.379233,-0.0046220133
195,-0.060322765,-2.8380547
196,-4.818816,-0.008109146
197,-0.019556914,-3.94419
198,-4.48187,-0.011376746
199,-0.86376727,-0.5474393
200,-0.021282047,-3.8605146
201,-1.1652066,-0.37376037
202,-3.747551,-0.023857776
203,-0.019408556,-3.9517288
204,-5.156185,-0.0057802903
205,-5.358312,-0.0047200215
206,-1.8916699,-0.16348386
207,-0.026584307,-3.640695
208,-0.10447322,-2.3106062
209,-0.023572907,-3.7594228
210,-0.018492669,-3.9996138
211,-5.383362,-0.004602909
212,-0.027277656,-3.6152961
213,-5.405684,-0.004501092
214,-1.6743925,-0.20754342
215,-0.060486272,-2.835429
216,-4.3011084,-0.013646171
217,-0.08161683,-2.5462513
218,-5.028081,-0.0065728896
219,-0.02950704,-3.5378423
220,-4.4273295,-0.012018292
221,-5.3899307,-0.0045727687
222,-0.038226735,-3.2832716
223,-0.017516086,-4.0533814
224,-4.467649,-0.011540559
225,-0.017240185,-4.069118
226,-5.3736196,-0.0046481183
227,-0.76258725,-0.6282175
228,-0.6432206,-0.745698
229,-5.3781424,-0.0046271156
230,-0.16109937,-1.9052024
231,-0.032245472,-3.4504557
232,-0.036552105,-3.3272376
233,-3.55868,-0.028889706
234,-0.023743117,-3.7523088
235,-0.036363944,-3.3323033
236,-0.024876911,-3.7062287
237,-1.3877722,-0.28718987
238,-0.5080383,-0.9204863
239,-0.027185315,-3.6186392
240,-0.019452166,-3.9495075
241,-3.386383,-0.034416366
242,-5.3747554,-0.0046427785
243,-5.395653,-0.004546543
244,-0.5160131,-0.90855956
245,-4.8808994,-0.00761913
246,-0.018847192,-3.9808
247,-0.022099307,-3.8232408
248,-4.6668596,-0.00944621
249,-0.026038805,-3.661159
250,-0.033826146,-3.4033878
251,-4.3898964,-0.01247955
252,-5.265923,-0.005178016
253,-5.4236526,-0.0044207466
254,-4.5282855,-0.010857906
255,-4.667177,-0.009443258
256,-5.332187,-0.004845187
257,-0.25613442,-1.487388
258,-2.0732844,-0.13441412
259,-3.5126417,-0.030271692
260,-4.351992,-0.012964837
261,-1.5074823,-0.25034374
262,-2.8736014,-0.058153685
263,-0.03826219,-3.2823627
264,-0.023906896,-3.7455196
265,-0.061933216,-2.8125062
266,-4.2203646,-0.014802271
267,-5.3485727,-0.004766293
268,-0.01933314,-3.9555862
269,-5.4042964,-0.004507382
270,-1.8861736,-0.16446318
271,-3.8459206,-0.021598252
272,-5.411059,-0.004476882
273,-0.039987907,-3.239107
274,-1.9048822,-0.16115528
275,-5.401995,-0.004517825
276,-4.35306,-0.012950834
277,-0.22254828,-1.6118226
278,-0.034581862,-3.3816657
279,-0.13476141,-2.0708735
280,-0.023913762,-3.7452326
281,-5.152325,-0.005802691
282,-0.02859086,-3.5689309
283,-0.025341691,-3.68795
284,-4.317525,-0.013422483
285,-5.310862,-0.004949935
286,-3.3807685,-0.03461353
287,-1.1649234,-0.37388876
288,-5.4222317,-0.0044270367
289,-0.031210484,-3.4825673
290,-0.7135769,-0.6731265
291,-0.03955567,-3.2497592
292,-0.032959018,-3.4289246
293,-0.023519114,-3.7616782
294,-5.4015393,-0.004519842
295,-4.0344167,-0.017854445
296,-0.0190154,-3.9719963
297,-1.8353492,-0.17382702
298,-0.103697605,-2.3176765
299,-5.3966823,-0.004541915
300,-0.022212872,-3.8181713
301,-5.3983836,-0.0045342017
302,-4.063067,-0.01734575
303,-0.024514632,-3.720718
304,-5.2434382,-0.00529601
305,-0.079633094,-2.5698774
306,-5.075674,-0.0062664687
307,-0.01981488,-3.9312134
308,-0.16479777,-1.8843035
309,-1.1500566,-0.38070256
310,-0.045961086,-3.102853
311,-5.3912587,-0.0045665978
312,-1.3772743,-0.2907069
313,-5.343078,-0.004792631
314,-0.05147123,-2.9923573
315,-0.022732731,-3.7952938
316,-5.367321,-0.0046775443
317,-5.393638,-0.004555799
318,-0.033817273,-3.4036431
319,-0.25040415,-1.5072701
320,-5.138895,-0.005881385
321,-5.422233,-0.0044270367
322,-0.15501685,-1.9407291
323,-0.032178063,-3.4525177
324,-0.047514334,-3.070388
325,-5.308955,-0.0049594245
326,-0.0626353,-2.80158
327,-0.03243983,-3.4445426
328,-0.8708679,-0.5422958
329,-0.049960297,-3.0214036
330,-0.044016957,-3.1451077
331,-0.22781754,-1.5909574
332,-0.5661037,-0.8387122
333,-0.055408016,-2.9206066
334,-0.027995564,-3.5896735
335,-0.0421071,-3.1885176
336,-5.3580823,-0.0047210893
337,-0.017263267,-4.0677924
338,-5.4182906,-0.0044446015
339,-0.06429435,-2.7762587
340,-0.03556367,-3.3541594
341,-0.054813243,-2.9311059
342,-4.8041954,-0.008229041
343,-5.4142165,-0.0044627595
344,-0.026522202,-3.6430063
345,-1.0745409,-0.41772166
346,-0.0923278,-2.4282181
347,-0.03102328,-3.4884882
348,-0.030207617,-3.5147288
349,-0.10972827,-2.264111
350,-0.03037196,-3.5093834
351,-0.021352064,-3.8572655
352,-4.0611596,-0.01737914
353,-0.024639554,-3.7156978
354,-0.030986993,-3.489643
355,-0.02017057,-3.9135995
356,-5.282571,-0.0050922693
357,-0.2499782,-1.5087682
358,-3.3658335,-0.035143558
359,-0.030362131,-3.5097022
360,-5.348472,-0.004766768
361,-3.1480236,-0.04388599
362,-0.027199352,-3.6181302
363,-0.029245889,-3.546605
364,-4.9976525,-0.006776684
365,-0.027850889,-3.5947816
366,-0.030628309,-3.5011053
367,-0.021735435,-3.8396583
368,-0.92854166,-0.50274104
369,-4.5127974,-0.011028289
370,-2.2418048,-0.112347715
371,-3.858276,-0.021330241
372,-2.461042,-0.089209355
373,-5.425723,-0.004411608
374,-5.291501,-0.005046962
375,-5.4331183,-0.0043789693
376,-0.1746199,-1.8311833
377,-3.9936748,-0.018603837
378,-4.866753,-0.0077280826
379,-0.036461994,-3.3296595
380,-0.031349823,-3.4781811
381,-5.1450796,-0.0058450014
382,-0.13157082,-2.0932744
383,-2.9001245,-0.056587715
384,-5.1382475,-0.0058852956
385,-0.027573649,-3.604651
386,-0.020867094,-3.879999
387,-0.023993023,-3.741964
388,-1.6141855,-0.22196011
389,-0.083323136,-2.526401
390,-0.09787792,-2.3725746
391,-3.9467309,-0.019506762
392,-5.407428,-0.0044932594
393,-0.032864198,-3.4317589
394,-0.06951052,-2.7008314
395,-0.04089405,-3.2171469
396,-5.17318,-0.0056826235
397,-4.4905424,-0.011277975
398,-0.0350402,-3.368727
399,-0.8360134,-0.5681636
400,-0.3749988,-1.1624795
401,-5.1364517,-0.005895843
402,-0.019186387,-3.9631329
403,-5.3893695,-0.0045752604
404,-5.090405,-0.006174536
405,-0.040666763,-3.2226079
406,-0.021550301,-3.8481224
407,-0.03373049,-3.40617
408,-0.43696785,-1.0384363
409,-0.10217536,-2.3317177
410,-0.022287836,-3.814838
411,-5.1610813,-0.0057519632
412,-0.021730537,-3.839881
413,-2.0390692,-0.13943431
414,-0.0280847,-3.5865405
415,-0.022579597,-3.8019757
416,-0.040747337,-3.2206693
417,-0.22081837,-1.6187929
418,-5.1051893,-0.006083661
419,-5.376444,-0.004634947
420,-2.295542,-0.10614614
421,-0.06863396,-2.7130895
422,-0.7641422,-0.62686
423,-0.07016297,-2.6918106
424,-5.074609,-0.006273221
425,-5.421198,-0.0044316654
426,-0.018383713,-4.005467
427,-0.04637122,-3.0941713
428,-0.77744853,-0.61540335
429,-0.031408858,-3.4763293
430,-3.227349,-0.040470447
431,-0.15481307,-1.9419451
432,-4.1609793,-0.015715087
433,-3.3647492,-0.035182342
434,-4.275356,-0.014004767
435,-0.04448935,-3.1346684
436,-1.1645637,-0.3740519
437,-5.2626925,-0.0051948563
438,-0.76258725,-0.6282175
439,-0.023519114,-3.7616782
440,-0.2776801,-1.4169147
441,-0.03292049,-3.430076
442,-0.023786653,-3.7504997
443,-0.018777234,-3.9844863
444,-0.030153949,-3.5164778
445,-4.2189646,-0.014823178
446,-0.020746721,-3.8857226
447,-0.19668674,-1.7228746
448,-0.018695453,-3.9888055
449,-4.1052465,-0.01662332
450,-5.3487487,-0.0047654626
451,-5.353189,-0.004744225
452,-0.0476238,-3.0681403
453,-0.027270116,-3.6155665
454,-0.045839824,-3.1054344
455,-5.344077,-0.0047877673
456,-0.028287867,-3.579434
457,-0.04620926,-3.09759
458,-0.06944035,-2.701806
459,-0.04638829,-3.0938122
460,-0.02698529,-3.6259239
461,-4.837457,-0.007958725
462,-0.056320023,-2.9047322
463,-0.03206643,-3.4559345
464,-0.29545906,-1.3633198
465,-0.03355736,-3.411232
466,-5.428353,-0.0043999767
467,-0.039341252,-3.2550867
468,-0.063558415,-2.7874062
469,-0.020210758,-3.9116302
470,-0.044852898,-3.1267104
