,0,1
0,-0.7381524,-0.65008044
1,-0.12656258,-2.1296325
2,-0.2667083,-1.4519918
3,-0.40520957,-1.0991235
4,-0.06000589,-2.8431647
5,-0.1811459,-1.7976589
6,-4.384013,-0.012553718
7,-0.0683649,-2.7168827
8,-0.11834639,-2.1927288
9,-0.081087574,-2.552496
10,-1.1942905,-0.3608533
11,-0.24040757,-1.5432166
12,-2.4435463,-0.09085759
13,-4.269863,-0.014082348
14,-0.14820312,-1.9823579
15,-0.15648201,-1.9320352
16,-0.06809433,-2.720715
17,-0.15031084,-1.9692637
18,-0.102618486,-2.327608
19,-3.1521437,-0.04370149
20,-2.5851707,-0.07837591
21,-0.06864464,-2.7129374
22,-3.6354177,-0.026726963
23,-0.45840198,-1.0004697
24,-0.19026358,-1.7529687
25,-0.5836859,-0.81608003
26,-2.971065,-0.05260853
27,-3.705954,-0.024883771
28,-0.09710248,-2.3801467
29,-2.9990547,-0.051118687
30,-0.25343838,-1.496679
31,-2.1248155,-0.12721424
32,-1.4445696,-0.26898798
33,-0.054943465,-2.9287975
34,-0.75316894,-0.636525
35,-0.07441858,-2.6350274
36,-0.50029707,-0.93229413
37,-0.063743986,-2.784583
38,-0.38538074,-1.1400332
39,-0.4382023,-1.0361875
40,-0.45464185,-1.0069684
41,-1.5251635,-0.2453706
42,-0.08553937,-2.5012426
43,-4.4945707,-0.011232357
44,-0.3465498,-1.2280047
45,-4.4607353,-0.0116211595
46,-0.21930222,-1.6249522
47,-0.083153225,-2.5283585
48,-3.4288359,-0.032962017
49,-0.2194862,-1.6242025
50,-3.4224517,-0.033176646
51,-0.8596829,-0.5504266
52,-0.61609596,-0.7766346
53,-0.07147879,-2.6738806
54,-0.07977773,-2.5681343
55,-0.10185188,-2.334729
56,-3.0749822,-0.04729127
57,-4.206402,-0.015012029
58,-0.13327585,-2.0812323
59,-0.26552534,-1.4558718
60,-3.808062,-0.02244113
61,-0.4975028,-0.936614
62,-0.37646568,-1.1592629
63,-0.10696635,-2.2882473
64,-0.52805924,-0.89098454
65,-0.8587387,-0.5511203
66,-0.26505712,-1.457413
67,-3.3833365,-0.03452313
68,-1.107446,-0.40107733
69,-0.09681122,-2.3830075
70,-3.2707517,-0.038717806
71,-0.6069568,-0.787473
72,-0.3755949,-1.1611705
73,-0.27278838,-1.4323545
74,-0.32795027,-1.2743912
75,-0.48659003,-0.9537824
76,-0.46166974,-0.99487543
77,-1.1281074,-0.3910375
78,-0.33755934,-1.2500503
79,-0.32090756,-1.2927688
80,-1.6680508,-0.20901181
81,-0.9604794,-0.48241532
82,-0.47873348,-0.96644664
83,-0.5473083,-0.863947
84,-0.25722432,-1.4836636
85,-0.41704676,-1.0758438
86,-4.3377576,-0.01315192
87,-0.7033022,-0.6830942
88,-0.12413253,-2.14783
89,-0.43083864,-1.0497184
90,-1.7543776,-0.18996857
91,-0.28666243,-1.3893596
92,-0.4127845,-1.0841323
93,-0.09237965,-2.4276829
94,-0.13485976,-2.070192
95,-0.08817604,-2.472184
96,-0.534961,-0.8811459
97,-1.4326296,-0.27270216
98,-4.4337296,-0.0119411405
99,-0.1672728,-1.8706002
100,-0.096642725,-2.3846662
101,-0.12005507,-2.1792321
102,-3.8730128,-0.021014886
103,-0.90237427,-0.520212
104,-0.21545166,-1.640811
105,-0.5764092,-0.8253366
106,-1.2501421,-0.3375225
107,-4.526626,-0.010876066
108,-0.3952466,-1.119368
109,-0.09232726,-2.4282248
110,-0.408192,-1.0931808
111,-0.44271,-1.0280423
112,-0.6232993,-0.7682426
113,-0.32506472,-1.2818646
114,-0.39486596,-1.1201538
115,-4.1606064,-0.015721073
116,-1.8854139,-0.164599
117,-0.11188287,-2.2457223
118,-0.21687356,-1.6349186
119,-2.9961615,-0.05127068
120,-0.4305617,-1.050233
121,-0.14951436,-1.9741888
122,-4.2781143,-0.013965857
123,-0.104701914,-2.3085325
124,-2.374856,-0.09764355
125,-3.812069,-0.022350322
126,-0.51565653,-0.9090879
127,-0.21632716,-1.6371777
128,-0.8234706,-0.57786626
129,-0.3153613,-1.3075765
130,-1.2673745,-0.3306869
131,-0.06335491,-2.7905126
132,-1.7462593,-0.19167538
133,-1.7555505,-0.18972336
134,-0.95631254,-0.48500746
135,-2.833229,-0.060623612
136,-0.19855359,-1.7143312
137,-4.0481477,-0.017608857
138,-1.1614226,-0.37547997
139,-0.10318357,-2.3223941
140,-0.35731247,-1.2024868
141,-0.15468092,-1.9427346
142,-0.47630918,-0.97040755
143,-0.76192576,-0.6287962
144,-0.15846302,-1.9204193
145,-0.35036835,-1.2188448
146,-0.31416044,-1.3108225
147,-0.4649556,-0.98929965
148,-0.583675,-0.81609374
149,-0.15213701,-1.9580783
150,-0.12804042,-2.118746
151,-1.6978114,-0.20221873
152,-1.0913994,-0.40909106
153,-0.09614096,-2.3896253
154,-0.19336356,-1.7383074
155,-4.456135,-0.011675008
156,-0.5764092,-0.8253366
157,-0.41714093,-1.0756618
158,-0.6789721,-0.70752585
159,-0.11359804,-2.231351
160,-1.7962768,-0.18142056
161,-0.06813987,-2.7200696
162,-0.25288114,-1.4986132
163,-0.43713477,-1.0381317
164,-0.30590025,-1.3335505
165,-0.33589432,-1.254209
166,-0.08161639,-2.5462563
167,-1.3097851,-0.31454366
168,-0.51495475,-0.9101288
169,-0.4140407,-1.0816786
170,-4.504765,-0.011117773
171,-0.6233393,-0.7681964
172,-0.10807364,-2.2784925
173,-0.52589166,-0.89410883
174,-0.17596577,-1.8241587
175,-0.074573606,-2.6330233
176,-0.059063643,-2.858526
177,-4.5951924,-0.010151658
178,-0.44952434,-1.0159218
179,-0.2382484,-1.5512013
180,-0.059458215,-2.8520637
181,-4.479356,-0.011405504
182,-0.055483915,-2.9192753
183,-0.07276839,-2.656637
184,-0.3181459,-1.3001044
185,-0.07506297,-2.626724
186,-0.1400174,-2.0351806
187,-1.1125643,-0.39856136
188,-3.1510696,-0.04374953
189,-3.919011,-0.020060629
190,-0.35936782,-1.1977174
191,-0.45383242,-1.0083764
192,-0.11608448,-2.210918
193,-4.0486608,-0.01759972
194,-4.4145255,-0.01217411
195,-0.18234375,-1.7916483
196,-1.1774814,-0.3682468
197,-0.057365492,-2.886858
198,-0.15538196,-1.938554
199,-0.44608992,-1.0220017
200,-0.10916848,-2.2689505
201,-0.36260012,-1.1902825
202,-0.41558474,-1.0786752
203,-0.09487532,-2.4022548
204,-0.33524027,-1.2558496
205,-4.284377,-0.013878039
206,-0.65358496,-0.73433924
207,-0.062013105,-2.811256
208,-0.1124714,-2.240765
209,-0.15279596,-1.9540771
210,-0.096642725,-2.3846662
211,-4.469877,-0.011514752
212,-0.31665096,-1.3041062
213,-4.4474363,-0.011777628
214,-2.4991934,-0.08572266
215,-0.0938066,-2.4130564
216,-0.25303176,-1.4980898
217,-0.32191876,-1.2901012
218,-0.7190638,-0.6678851
219,-0.14048988,-2.0320427
220,-0.5740586,-0.8283595
221,-3.7062142,-0.02487726
222,-0.33305496,-1.2613575
223,-0.110360876,-2.2586722
224,-1.6274041,-0.21870197
225,-0.05782622,-2.8790872
226,-3.8629746,-0.02122918
227,-0.37176564,-1.1696222
228,-0.09886509,-2.3630242
229,-3.8260882,-0.022035755
230,-0.4961216,-0.93876016
231,-0.077895,-2.591088
232,-0.1077056,-2.281723
233,-0.18260975,-1.7903199
234,-0.23258041,-1.5725565
235,-2.1398406,-0.12519322
236,-0.094602175,-2.4050026
237,-0.6916114,-0.6946853
238,-0.83034444,-0.57252216
239,-0.10619878,-2.2950726
240,-0.18817331,-1.7630036
241,-0.24697423,-1.5194182
242,-3.8227713,-0.022109801
243,-4.1730456,-0.015525197
244,-0.71606535,-0.6707424
245,-1.917504,-0.15896447
246,-0.47137666,-0.978545
247,-0.087583296,-2.4786367
248,-0.81196326,-0.586961
249,-0.3427546,-1.2372276
250,-0.1199394,-2.1801388
251,-0.47033805,-0.98027223
252,-4.474639,-0.011459717
253,-4.509903,-0.011060476
254,-0.91822374,-0.509539
255,-2.1885343,-0.118874714
256,-4.406275,-0.012275619
257,-2.142641,-0.12482028
258,-1.1636609,-0.37446168
259,-1.131037,-0.3896387
260,-2.3811295,-0.0970023
261,-0.31327733,-1.3132193
262,-1.0251744,-0.44431072
263,-0.10181667,-2.3350582
264,-0.16049676,-1.9086571
265,-0.23091623,-1.5789375
266,-0.37851027,-1.1548048
267,-3.1130488,-0.04548404
268,-0.24647683,-1.5211957
269,-4.264715,-0.014155574
270,-1.4692135,-0.26150298
271,-0.59007084,-0.8080823
272,-3.7915087,-0.022819892
273,-0.08811502,-2.472846
274,-0.4274126,-1.0561117
275,-4.4969983,-0.011204891
276,-2.2042544,-0.11690781
277,-1.2281469,-0.3464909
278,-0.11871127,-2.189829
279,-0.51583356,-0.9088256
280,-0.21070576,-1.6607964
281,-0.7247545,-0.6625083
282,-0.32005045,-1.2950375
283,-0.07468999,-2.631522
284,-0.47355038,-0.9749458
285,-3.8376775,-0.02177906
286,-0.13394493,-2.0765517
287,-0.4490325,-1.016789
288,-4.5147758,-0.011006359
289,-0.1502412,-1.9696932
290,-0.30452526,-1.3374027
291,-0.14308254,-2.015022
292,-0.07007961,-2.692958
293,-0.07137334,-2.6753054
294,-3.9509716,-0.019423405
295,-0.5532552,-0.8558421
296,-0.10948533,-2.2662084
297,-0.80110544,-0.5957166
298,-0.690174,-0.69612926
299,-3.666491,-0.025898492
300,-0.27794635,-1.4160835
301,-1.9076719,-0.16066833
302,-0.19965805,-1.7093176
303,-0.09073327,-2.4448552
304,-0.44755173,-1.019407
305,-0.2940944,-1.3673006
306,-3.91562,-0.020129446
307,-0.58400416,-0.8156787
308,-0.7875909,-0.60685843
309,-0.47162914,-0.97812575
310,-0.06885776,-2.7099433
311,-2.333923,-0.10193833
312,-0.24161097,-1.5388007
313,-3.3378713,-0.03615839
314,-0.40083337,-1.1079406
315,-0.11932764,-2.1849527
316,-3.7872274,-0.022918928
317,-4.4873586,-0.011314043
318,-0.36187068,-1.1919534
319,-0.8024847,-0.5945949
320,-2.5124698,-0.08454289
321,-4.420796,-0.012097559
322,-0.11586824,-2.2126768
323,-0.56710684,-0.83739626
324,-0.5791723,-0.82180345
325,-0.4947225,-0.9409423
326,-0.33493638,-1.256613
327,-0.9234183,-0.50610197
328,-0.13439025,-2.0734499
329,-0.103678904,-2.3178487
330,-0.20280325,-1.6952074
331,-0.4430153,-1.0274944
332,-0.7449734,-0.64387506
333,-0.39425725,-1.121412
334,-0.096851036,-2.3826163
335,-0.30952355,-1.3234942
336,-4.4355006,-0.011919937
337,-0.3478228,-1.2249379
338,-4.4578733,-0.011654624
339,-0.20412262,-1.6893603
340,-0.36565566,-1.1833262
341,-0.2611484,-1.4704008
342,-0.121973276,-2.1643202
343,-4.4841433,-0.011350699
344,-0.25284892,-1.4987254
345,-0.57306886,-0.8296374
346,-0.5494946,-0.86095405
347,-0.110920854,-2.2538865
348,-0.063583925,-2.7870173
349,-0.19878727,-1.7132678
350,-0.22701037,-1.5941184
351,-0.05856998,-2.8666742
352,-2.8895364,-0.057207555
353,-0.21034011,-1.662357
354,-0.13246495,-2.0869384
355,-0.11343342,-2.23272
356,-2.5585485,-0.08057794
357,-2.272947,-0.10870846
358,-0.27639937,-1.4209269
359,-0.34809637,-1.2242804
360,-4.1257215,-0.016283724
361,-0.656857,-0.7308041
362,-0.07755198,-2.5953329
363,-0.29722416,-1.3582027
364,-3.2812357,-0.038306244
365,-0.094675265,-2.404266
366,-0.13554558,-2.065455
367,-0.098268606,-2.3687825
368,-0.54546416,-0.86648387
369,-0.8026993,-0.59442043
370,-0.8175658,-0.5825097
371,-0.5562948,-0.8517432
372,-1.8795824,-0.16564602
373,-4.44141,-0.011849256
374,-0.89740074,-0.52362025
375,-4.4047832,-0.01229399
376,-0.11731107,-2.2010083
377,-1.855321,-0.17008008
378,-0.73326594,-0.6545761
379,-0.45108294,-1.0131817
380,-0.06815903,-2.719797
381,-3.3154218,-0.036994718
382,-0.073313475,-2.6494431
383,-2.1504705,-0.12378406
384,-1.2417339,-0.34091818
385,-0.29780105,-1.3565377
386,-0.15857615,-1.9197606
387,-0.059587047,-2.8499627
388,-0.46851593,-0.9833136
389,-2.9753132,-0.05237959
390,-0.19687141,-1.7220255
391,-0.6392737,-0.75008917
392,-4.503737,-0.011129208
393,-0.1400174,-2.0351806
394,-0.13499662,-2.0692441
395,-0.083294176,-2.5267346
396,-2.0732117,-0.13442454
397,-1.5415245,-0.2408679
398,-0.22189595,-1.614444
399,-0.20822725,-1.6714331
400,-0.4583578,-1.0005455
401,-1.4766451,-0.25929245
402,-0.37499535,-1.162487
403,-4.1512437,-0.015870096
404,-2.939237,-0.054356996
405,-0.08506146,-2.5066109
406,-0.06182385,-2.8142183
407,-0.103143245,-2.3227649
408,-1.2349827,-0.3436738
409,-0.64619154,-0.74241686
410,-0.15447788,-1.9439489
411,-1.5213625,-0.24643016
412,-0.09310207,-2.420248
413,-0.44827342,-1.0181297
414,-0.06617751,-2.7483203
415,-0.073612876,-2.6455157
416,-0.06265646,-2.8012528
417,-0.067789376,-2.725053
418,-3.9446363,-0.019548029
419,-3.7860708,-0.02294584
420,-0.9894721,-0.46485358
421,-0.19736299,-1.7197696
422,-1.3609045,-0.2962907
423,-0.27606466,-1.4219788
424,-1.1007378,-0.40440404
425,-4.5792875,-0.0103152
426,-0.07579226,-2.6174164
427,-0.6402495,-0.7490002
428,-0.37162006,-1.1699457
429,-0.31402323,-1.3111945
430,-0.8778715,-0.5372838
431,-0.16268432,-1.8961831
432,-0.36268613,-1.1900858
433,-0.83355516,-0.5700482
434,-0.42352763,-1.0634377
435,-0.15746465,-1.9262538
436,-0.22282173,-1.6107262
437,-4.053526,-0.01751351
438,-0.37176564,-1.1696222
439,-0.07137334,-2.6753054
440,-0.5435611,-0.8691132
441,-0.2610177,-1.4708387
442,-0.09401746,-2.410915
443,-0.057920273,-2.8775084
444,-0.09074165,-2.444767
445,-0.67097867,-0.7158184
446,-0.20443691,-1.6879735
447,-0.67518103,-0.711442
448,-0.16976778,-1.8570071
449,-0.63840806,-0.7510571
450,-0.57381284,-0.8286765
451,-3.9803479,-0.01885585
452,-0.15609507,-1.9343226
453,-0.44274506,-1.0279794
454,-0.17423771,-1.833189
455,-4.317509,-0.013422718
456,-0.07511804,-2.626019
457,-0.20429553,-1.6885972
458,-0.15368757,-1.9486935
459,-0.14230107,-2.020117
460,-1.2943771,-0.32029963
461,-0.59546155,-0.8014187
462,-0.099206485,-2.359745
463,-0.15377557,-1.9481637
464,-0.26634148,-1.4531928
465,-0.059295777,-2.8547194
466,-4.545357,-0.010673106
467,-2.5859246,-0.0783144
468,-0.1700131,-1.8556823
469,-0.15018497,-1.9700402
470,-0.43550763,-1.0411063
471,-0.24021558,-1.5439229
472,-1.8174915,-0.1772536
473,-0.4874246,-0.952452
474,-2.4291496,-0.0922378
475,-0.06700339,-2.736327
476,-0.5152658,-0.9096671
477,-0.36546817,-1.183751
478,-0.70163,-0.68473566
479,-0.1587746,-1.9186068
480,-1.443459,-0.26933098
481,-1.1197108,-0.39508045
482,-3.1121054,-0.045528006
483,-0.064341076,-2.7755547
484,-0.5491085,-0.86148155
485,-0.1321365,-2.0892603
486,-4.010462,-0.01829125
487,-0.69515616,-0.6911421
488,-0.06997924,-2.6943426
489,-3.3090246,-0.03723651
490,-0.8822429,-0.53418565
491,-3.6664865,-0.02589861
492,-0.3249656,-1.2821226
493,-0.71343035,-0.67326725
494,-0.36850122,-1.1769102
495,-0.21993157,-1.62239
496,-4.146737,-0.01594237
497,-0.7877504,-0.60672534
498,-0.3545274,-1.2090015
499,-0.6724218,-0.71431136
500,-0.92159945,-0.507302
501,-0.06315404,-2.7935884
502,-0.23849702,-1.5502781
503,-0.35734197,-1.2024182
504,-0.08463436,-2.5114336
505,-0.30426967,-1.3381213
506,-0.30532074,-1.3351716
507,-2.3017306,-0.10545551
508,-4.451111,-0.011734154
509,-0.15515038,-1.9399331
510,-0.25305194,-1.4980197
511,-0.6285941,-0.76215667
512,-0.35513493,-1.2075753
513,-1.2280664,-0.34652418
514,-0.7913344,-0.6037446
515,-0.257322,-1.4833307
516,-0.26313686,-1.4637661
517,-3.6314898,-0.026833504
518,-0.35251066,-1.2137573
519,-0.21811604,-1.6298046
520,-0.16650718,-1.8748157
521,-0.37453014,-1.1635102
522,-4.263371,-0.014174732
523,-0.071979545,-2.6671476
524,-0.41372997,-1.0822847
525,-0.15111326,-1.9643313
526,-0.4732916,-0.97537327
527,-0.26208544,-1.4672673
528,-3.1389441,-0.044295266
529,-4.119468,-0.016386693
530,-3.624964,-0.02701163
531,-0.33506072,-1.2563006
532,-2.9964683,-0.051254597
533,-0.39419127,-1.1215485
534,-0.41457054,-1.0806465
535,-0.32539988,-1.2809925
536,-0.07957012,-2.5706384
537,-4.2029376,-0.01506452
538,-0.18128294,-1.7969687
539,-0.653501,-0.7344303
540,-0.14692031,-1.9904262
541,-0.37499535,-1.162487
542,-1.1067677,-0.40141222
543,-4.507127,-0.011091365
544,-0.14056331,-2.0315554
545,-0.35014755,-1.2193711
546,-0.110268205,-2.2594671
547,-2.464136,-0.08892124
548,-3.6757123,-0.025657777
549,-0.12565486,-2.136386
550,-0.116222136,-2.2098
551,-3.4693816,-0.03163133
552,-0.29533094,-1.3636928
553,-0.18078709,-1.7994671
554,-1.8111316,-0.17849173
555,-0.07851302,-2.5834897
556,-0.98798925,-0.46573204
557,-0.5664182,-0.83829933
558,-0.06959203,-2.699699
559,-0.31124902,-1.3187532
560,-0.6543617,-0.7334977
561,-0.21551153,-1.640562
562,-0.09646348,-2.386435
563,-0.06873657,-2.711645
564,-0.13249084,-2.086756
565,-0.50342953,-0.92748857
566,-0.8921738,-0.52723277
567,-0.9395836,-0.495593
568,-0.922691,-0.5065814
569,-0.66165817,-0.72566015
570,-0.63029486,-0.7602164
571,-0.10451209,-2.3102536
572,-0.19463922,-1.7323492
573,-0.18608193,-1.7731665
574,-1.6929408,-0.2033136
575,-0.3364517,-1.2528142
576,-0.2445899,-1.5279758
577,-0.8635854,-0.54757196
578,-3.9602883,-0.019241583
579,-0.23387045,-1.5676453
580,-0.3011674,-1.3468963
581,-1.3404298,-0.30344993
582,-0.18835858,-1.762109
583,-0.3269811,-1.2768928
584,-0.054715622,-2.9328396
585,-0.2373569,-1.5545225
586,-0.49297005,-0.94368654
587,-0.114979014,-2.2199445
588,-3.309892,-0.037203662
589,-4.0801144,-0.017050115
590,-0.19993569,-1.7080622
591,-0.065383,-2.7600055
592,-4.4447126,-0.011809909
593,-0.46125263,-0.99558663
594,-0.37741843,-1.1571819
595,-3.8224275,-0.02211738
596,-3.144151,-0.044060078
597,-0.5636694,-0.84191847
598,-4.2824664,-0.013904726
599,-0.5405876,-0.8732454
600,-4.2401156,-0.014510698
601,-0.08947199,-2.4582322
602,-0.9084392,-0.5160945
603,-0.10740093,-2.2844067
604,-4.572001,-0.010391062
605,-4.487858,-0.011308385
606,-0.28196952,-1.4036305
607,-0.089152984,-2.4616475
608,-2.5307953,-0.082942255
609,-1.0257885,-0.44396737
610,-4.361697,-0.0128388
611,-0.069536984,-2.7004628
612,-1.1983263,-0.35910463
613,-0.14705595,-1.9895694
614,-0.82797843,-0.5743544
615,-0.065522574,-2.7579439
616,-0.58065844,-0.8199126
617,-4.33215,-0.013226392
618,-0.37650552,-1.1591758
619,-4.047307,-0.017623732
620,-0.104790166,-2.3077326
621,-0.22152816,-1.6159258
622,-1.3719505,-0.2925094
623,-3.970644,-0.019041482
624,-0.12656258,-2.1296325
625,-0.12655912,-2.129658
626,-0.27178746,-1.4355524
627,-4.5587454,-0.010530502
628,-0.4335467,-1.0447097
629,-0.11981336,-2.1811285
630,-4.3495994,-0.01299602
631,-0.31367943,-1.312127
632,-0.78581834,-0.60834026
633,-0.26058882,-1.4722784
634,-0.11623869,-2.2096663
635,-1.0685318,-0.4208516
636,-0.71994025,-0.66705334
637,-1.1042238,-0.40267107
638,-0.0709106,-2.681581
639,-1.8520683,-0.1706843
640,-4.1549926,-0.015810255
641,-0.14717089,-1.9888439
642,-0.059309483,-2.8544936
643,-0.8077637,-0.59032714
644,-0.4465922,-1.0211091
645,-0.86449516,-0.54690933
646,-4.4737678,-0.011469852
647,-0.0859291,-2.4968898
648,-0.08233597,-2.5378332
649,-0.43694106,-1.0384852
650,-1.3642021,-0.29515597
651,-1.1002957,-0.40462458
652,-4.4914484,-0.0112676015
653,-0.12937814,-2.1090074
654,-3.56223,-0.028785814
655,-0.49478367,-0.9408467
656,-0.070434645,-2.688081
657,-3.9555192,-0.019334428
658,-0.31171843,-1.3174688
659,-0.09407302,-2.4103518
660,-0.49540287,-0.9398804
661,-0.08043144,-2.5602965
662,-4.4618506,-0.01160808
663,-0.13814642,-2.047719
664,-4.4713707,-0.011497429
665,-0.63486767,-0.75503457
666,-0.057217237,-2.8893728
667,-0.5836859,-0.81608003
668,-0.06243463,-2.8046908
669,-3.139314,-0.0442785
670,-0.22701037,-1.5941184
671,-0.2061463,-1.6804724
672,-0.6907851,-0.6955149
673,-0.18469918,-1.7799553
674,-0.105546586,-2.3009114
675,-2.1886752,-0.11885693
676,-4.3972335,-0.012387716
677,-0.0727246,-2.6572168
678,-0.389165,-1.1320318
679,-1.4389935,-0.27071527
680,-0.4171678,-1.0756098
681,-0.14557073,-1.9989958
682,-3.7818725,-0.023043467
683,-0.72155774,-0.6655214
684,-0.45904985,-0.9993565
685,-0.24669138,-1.5204283
686,-4.201853,-0.015080959
687,-0.9022185,-0.52031827
688,-0.09520898,-2.3989081
689,-0.09243367,-2.427125
690,-0.14705595,-1.9895694
691,-1.1858138,-0.36455953
692,-0.09464403,-2.4045815
693,-0.83252096,-0.57084364
694,-0.3256626,-1.2803094
695,-3.8635511,-0.02121681
696,-0.524017,-0.8968243
697,-2.5607595,-0.08039272
698,-1.2181852,-0.35064518
699,-2.61099,-0.076300025
700,-0.40538588,-1.0987707
701,-4.531347,-0.010824534
702,-0.5581589,-0.8492437
703,-0.16217542,-1.8990688
704,-2.0888877,-0.13218924
705,-0.08820398,-2.4718807
706,-0.83862066,-0.5661735
707,-0.30555648,-1.3345115
708,-0.76857364,-0.623013
709,-0.33589432,-1.254209
710,-0.07544896,-2.621786
711,-0.17411552,-1.8338314
712,-0.5471651,-0.8641438
713,-0.060346335,-2.8376768
714,-0.06075678,-2.8311017
715,-0.2814726,-1.4051573
716,-0.061236806,-2.8234692
717,-0.15515038,-1.9399331
718,-0.5437833,-0.8688054
719,-0.87972075,-0.5359704
720,-0.49070996,-0.9472439
721,-3.391116,-0.03425096
722,-0.20013927,-1.7071433
723,-0.15458573,-1.9433033
724,-3.7761233,-0.023177892
725,-3.716753,-0.024613269
726,-0.2536368,-1.4959912
727,-0.13543898,-2.066189
728,-0.3843164,-1.1423006
729,-0.26946947,-1.4430113
730,-3.8121815,-0.022347758
731,-0.064803965,-2.7686162
732,-3.8542888,-0.021416359
733,-4.5310116,-0.01082819
734,-0.23074673,-1.5795906
735,-0.07776443,-2.5927007
736,-0.060241733,-2.8393598
737,-0.62232715,-0.7693675
738,-0.52653617,-0.8931782
739,-0.100621045,-2.3462827
740,-0.30952355,-1.3234942
741,-0.18969585,-1.755682
742,-0.062035065,-2.8109136
743,-3.794075,-0.022760814
744,-2.8977504,-0.056726042
745,-0.057842083,-2.8788197
746,-0.06918597,-2.7053516
747,-4.3852706,-0.012537826
748,-0.33182377,-1.2644794
749,-2.1690955,-0.12135547
750,-0.07834593,-2.585538
751,-3.9013226,-0.020422304
752,-1.0533639,-0.42888093
753,-0.12689812,-2.1271484
754,-4.5282035,-0.01085885
755,-0.05862923,-2.8656938
756,-3.981481,-0.018834207
757,-1.3270404,-0.30824018
758,-0.78960395,-0.60518134
759,-0.34355316,-1.2352769
760,-1.556588,-0.23680428
761,-0.16217187,-1.8990887
762,-0.41727847,-1.0753962
763,-0.20751531,-1.6745144
764,-0.072152026,-2.6648393
765,-0.55095875,-0.85895836
766,-0.58575463,-0.813476
767,-1.9547149,-0.15269077
768,-4.488789,-0.011297776
769,-0.47257325,-0.97656107
770,-0.10962497,-2.2650013
771,-4.213228,-0.014909152
772,-0.20316467,-1.6936017
773,-0.56923044,-0.83462054
774,-0.13485976,-2.070192
775,-2.1423583,-0.12485795
776,-4.414777,-0.012171048
777,-0.06460082,-2.7716546
778,-0.23299694,-1.5709674
779,-0.08952976,-2.4576147
780,-4.3573446,-0.0128951715
781,-0.35968187,-1.1969917
782,-0.07019808,-2.6913285
783,-1.0599298,-0.4253824
784,-0.21507226,-1.6423908
785,-0.09719356,-2.379254
786,-0.3408992,-1.2417805
787,-4.317673,-0.013420483
788,-0.25284892,-1.4987254
789,-0.1413684,-2.0262372
790,-3.9781828,-0.018897027
791,-3.7033682,-0.024949001
792,-0.19930114,-1.7109343
793,-0.8725503,-0.5410863
794,-0.39827758,-1.1131444
795,-0.12005507,-2.1792321
796,-0.080491714,-2.5595765
797,-0.075625375,-2.619538
798,-0.080608405,-2.558186
799,-2.0114315,-0.14363597
800,-2.8497643,-0.059599176
801,-4.5177402,-0.010973699
802,-0.07468081,-2.6316404
803,-4.4978385,-0.01119546
804,-0.28021735,-1.409029
805,-0.79905725,-0.5973875
806,-0.85024107,-0.557414
807,-0.24358809,-1.5315996
808,-0.54683584,-0.86459595
809,-3.8735657,-0.021003213
810,-0.17789231,-1.8142049
811,-0.17037077,-1.8537548
812,-0.075625375,-2.619538
813,-0.42639443,-1.0580237
814,-0.21296467,-1.6512225
815,-0.51872504,-0.9045575
816,-0.06172635,-2.8157482
817,-2.2126646,-0.11586962
818,-0.15505105,-1.9405248
819,-4.339867,-0.013124037
820,-0.22779503,-1.5910455
821,-3.0788817,-0.047102734
822,-0.08948572,-2.458086
823,-4.3453,-0.0130523825
824,-0.7250649,-0.66221684
825,-0.27742964,-1.4176977
826,-0.065195054,-2.7627926
827,-1.89218,-0.16339326
828,-0.10915608,-2.2690582
829,-0.14579125,-1.9975896
830,-4.2157655,-0.014871098
831,-2.5403852,-0.08211725
832,-3.9674668,-0.019102652
833,-4.47434,-0.011463253
834,-0.05894126,-2.860539
835,-0.4358997,-1.0403885
836,-1.0014497,-0.45783246
837,-0.07614262,-2.6129773
838,-0.07200905,-2.6667523
839,-0.36476508,-1.1853464
840,-0.10806797,-2.2785423
841,-0.48081368,-0.9630682
842,-0.9479016,-0.49029347
843,-0.24310948,-1.5333366
844,-3.5443087,-0.029314077
845,-4.445094,-0.011805432
846,-0.098828696,-2.3633742
847,-4.439462,-0.011872464
848,-1.15592,-0.37799758
849,-0.13398737,-2.0762556
850,-3.029334,-0.049555715
851,-0.74051154,-0.64792514
852,-1.6435224,-0.21480091
853,-0.6297259,-0.7608647
854,-3.9207277,-0.020025808
855,-0.27931753,-1.411816
856,-0.07285551,-2.6554844
857,-0.11294225,-2.2368178
858,-3.887697,-0.020705387
859,-0.3018662,-1.3449105
860,-0.59263057,-0.8049081
861,-2.7763715,-0.06428686
862,-0.5873753,-0.81144476
863,-0.6867741,-0.6995612
864,-0.12516955,-2.1400185
865,-0.08610117,-2.4949737
866,-0.10538535,-2.302362
867,-0.5562104,-0.85185647
868,-0.13706042,-2.0550814
869,-0.76504034,-0.62607783
870,-0.09237965,-2.4276829
871,-0.12718117,-2.125059
872,-0.6495506,-0.7387314
873,-3.7272878,-0.024352117
874,-3.2687156,-0.03879831
875,-2.9459229,-0.0539848
876,-3.8604906,-0.021282513
877,-0.5496,-0.8608101
878,-0.75933623,-0.63106847
879,-0.32173115,-1.2905953
880,-4.5046406,-0.011119188
