,0,1
0,-0.37500152,-1.1624733
1,-0.16307238,-1.8939893
2,-0.12764043,-2.1216798
3,-0.912529,-0.51334137
4,-0.08372053,-2.5218396
5,-0.11203273,-2.244458
6,-3.9961812,-0.018556798
7,-0.1357956,-2.0637336
8,-0.1076523,-2.2821922
9,-0.08097027,-2.5538845
10,-0.63873947,-0.75068617
11,-0.19612128,-1.7254803
12,-1.5370413,-0.24209245
13,-3.6602337,-0.026063196
14,-0.10202779,-2.3330908
15,-1.0679895,-0.4211355
16,-0.10234347,-2.3301558
17,-0.15461351,-1.9431379
18,-0.13329932,-2.0810673
19,-0.34000757,-1.2439787
20,-0.39277643,-1.1244831
21,-0.105025016,-2.30561
22,-3.6607797,-0.026048794
23,-1.1183085,-0.39576054
24,-0.083413616,-2.525361
25,-0.24672705,-1.5203006
26,-0.33737856,-1.2505007
27,-3.7901108,-0.022852283
28,-0.08451617,-2.5127726
29,-0.18296045,-1.7885711
30,-0.23879083,-1.549188
31,-2.9025102,-0.05644892
32,-0.21823105,-1.6293327
33,-0.081339814,-2.5495143
34,-1.1427128,-0.38412336
35,-0.086475596,-2.4908197
36,-0.14278743,-2.0169425
37,-0.09117627,-2.4402025
38,-0.09954906,-2.356466
39,-0.22059877,-1.6196821
40,-0.34061748,-1.2424743
41,-3.3689551,-0.035032142
42,-0.16911148,-1.8605614
43,-4.0181847,-0.018149259
44,-0.36351815,-1.1881852
45,-3.9205518,-0.020029431
46,-0.08332982,-2.526325
47,-0.23185687,-1.5753247
48,-3.8140042,-0.022306606
49,-0.13914122,-2.04103
50,-3.7920954,-0.022806374
51,-2.3793921,-0.097179495
52,-0.42128873,-1.0676969
53,-0.09378489,-2.4132776
54,-0.10849522,-2.2748067
55,-0.11262106,-2.2395084
56,-2.6673033,-0.07196789
57,-3.7660522,-0.023415245
58,-0.08332379,-2.5263937
59,-0.351223,-1.2168107
60,-3.01036,-0.05052929
61,-0.21051918,-1.6615921
62,-0.123645745,-2.1515205
63,-0.10129789,-2.3399115
64,-0.25119823,-1.5044842
65,-0.8103481,-0.5882525
66,-0.15206975,-1.9584877
67,-3.7547116,-0.02368549
68,-0.54975814,-0.8605945
69,-0.1487345,-1.9790384
70,-1.079911,-0.41494846
71,-0.32942474,-1.270602
72,-0.12746508,-2.1229687
73,-0.12386157,-2.149882
74,-0.15976676,-1.9128605
75,-0.5394827,-0.87478864
76,-0.08457258,-2.5121338
77,-0.2290482,-1.5861619
78,-0.40767258,-1.094212
79,-0.14694531,-1.9902681
80,-0.77961266,-0.6135665
81,-0.15052222,-1.9679619
82,-0.123937614,-2.1493056
83,-0.25417098,-1.4941434
84,-0.29150686,-1.3749071
85,-0.486095,-0.95457256
86,-1.6248262,-0.21933314
87,-0.39702126,-1.1157169
88,-0.09499479,-2.401055
89,-0.13267878,-2.0854306
90,-2.1855872,-0.11924723
91,-0.16474167,-1.8846169
92,-0.18463238,-1.7802848
93,-0.10047615,-2.3476522
94,-0.09132567,-2.4386392
95,-0.08502894,-2.5069764
96,-0.19646522,-1.7238945
97,-0.25427628,-1.4937794
98,-3.814448,-0.02229658
99,-0.28020158,-1.4090775
100,-0.16439582,-1.8865504
101,-0.21597096,-1.6386542
102,-1.7007979,-0.20155065
103,-0.21565585,-1.6399622
104,-0.11632571,-2.2089598
105,-0.15769683,-1.9248931
106,-2.8609014,-0.058919344
107,-3.9223332,-0.019993443
108,-0.13645676,-2.0592003
109,-0.68604124,-0.7003039
110,-0.780725,-0.6126256
111,-0.14405698,-2.0087106
112,-0.10147498,-2.3382514
113,-0.09372335,-2.413904
114,-0.18975738,-1.7553874
115,-2.9801905,-0.052118007
116,-1.0491804,-0.43112853
117,-0.101897635,-2.3343031
118,-0.5388124,-0.87572634
119,-0.2820741,-1.4033095
120,-0.19736993,-1.719738
121,-0.12023954,-2.177787
122,-2.6200652,-0.07558393
123,-0.08362404,-2.5229445
124,-1.5633777,-0.23499785
125,-0.8896495,-0.528989
126,-0.22560501,-1.5996523
127,-0.15328798,-1.9511021
128,-0.4425349,-1.0283568
129,-0.12812506,-2.1181266
130,-1.4611412,-0.26392832
131,-0.08676179,-2.4876559
132,-0.45071933,-1.0138199
133,-0.70713973,-0.67934763
134,-0.0907226,-2.4449673
135,-1.2628145,-0.33247977
136,-0.16662101,-1.8741876
137,-1.2827913,-0.32470897
138,-0.9577021,-0.48414105
139,-0.10984021,-2.263146
140,-0.14401248,-2.0089977
141,-0.25728062,-1.4834716
142,-0.26647,-1.4527719
143,-0.2953362,-1.3636773
144,-0.85317856,-0.5552279
145,-0.1279046,-2.1197414
146,-0.28635898,-1.390274
147,-0.11591325,-2.2123103
148,-0.16236353,-1.898001
149,-0.09102674,-2.44177
150,-0.0937481,-2.413652
151,-0.9518804,-0.4877839
152,-0.09441454,-2.406896
153,-0.9392142,-0.49583006
154,-0.1802886,-1.8019867
155,-3.6850722,-0.025415609
156,-0.22283871,-1.6106585
157,-0.32329386,-1.2864895
158,-0.34342843,-1.2355812
159,-0.15929084,-1.9156122
160,-0.8597674,-0.5503646
161,-0.09846967,-2.3668375
162,-0.15997799,-1.9116415
163,-0.15454069,-1.9435731
164,-0.22061828,-1.6196032
165,-0.46136904,-0.99538815
166,-0.1861221,-1.7729706
167,-0.6825112,-0.7038975
168,-0.11358591,-2.231451
169,-0.12938191,-2.10898
170,-3.6498241,-0.026339578
171,-0.25054595,-1.5067716
172,-0.10442575,-2.3110375
173,-0.24508749,-1.526182
174,-0.10839993,-2.2756379
175,-0.1788729,-1.8091836
176,-0.08868476,-2.4666822
177,-4.038503,-0.017781021
178,-0.45885903,-0.9996841
179,-0.10368847,-2.3177602
180,-0.09489277,-2.4020793
181,-3.9669077,-0.019113412
182,-0.07944263,-2.572179
183,-0.08295103,-2.530694
184,-0.09240399,-2.4274306
185,-0.08913837,-2.4618032
186,-0.090712145,-2.445077
187,-0.26950943,-1.442882
188,-2.8490841,-0.059640955
189,-3.4853969,-0.031120816
190,-0.60224265,-0.7931491
191,-0.15035208,-1.9690102
192,-0.0873418,-2.4812791
193,-3.351704,-0.035652712
194,-3.960658,-0.019234333
195,-0.16829325,-1.8650138
196,-0.8846815,-0.5324675
197,-0.09111424,-2.4408522
198,-0.1310019,-2.0973296
199,-0.11002892,-2.2615216
200,-0.086286105,-2.49292
201,-0.24269733,-1.5348356
202,-0.17193237,-1.845389
203,-0.09540957,-2.396902
204,-0.729102,-0.6584403
205,-3.164923,-0.04313442
206,-0.11246618,-2.240809
207,-0.08864298,-2.4671326
208,-0.14979692,-1.9724383
209,-0.114922374,-2.220409
210,-0.16439582,-1.8865504
211,-3.4830194,-0.031196157
212,-0.13161126,-2.0929863
213,-3.3666708,-0.035113633
214,-3.319742,-0.036832266
215,-0.12004006,-2.1793494
216,-0.33062583,-1.2675302
217,-0.11199489,-2.2447774
218,-0.2597506,-1.475099
219,-0.15134035,-1.9629401
220,-0.4312328,-1.0489873
221,-3.7540882,-0.023700392
222,-0.11374339,-2.230143
223,-0.12307008,-2.1559052
224,-0.52583116,-0.8941964
225,-0.09299269,-2.4213705
226,-0.83401376,-0.56969595
227,-1.2922589,-0.32110056
228,-0.09355281,-2.415641
229,-2.5194407,-0.08393024
230,-0.33977965,-1.244542
231,-0.11518302,-2.2182722
232,-0.28705212,-1.3881867
233,-0.34320804,-1.2361192
234,-0.08201984,-2.541523
235,-1.8501378,-0.17104402
236,-0.08241348,-2.5369303
237,-0.14192763,-2.0225627
238,-0.11893727,-2.1880383
239,-0.09061078,-2.4461458
240,-0.17041491,-1.8535168
241,-0.24249792,-1.5355622
242,-1.531816,-0.24352838
243,-2.7964203,-0.06296971
244,-0.33236948,-1.2630942
245,-1.1007252,-0.40441033
246,-0.1808449,-1.7991754
247,-0.0853138,-2.5037727
248,-0.14195836,-2.0223613
249,-0.09281877,-2.4231575
250,-0.10811569,-2.2781243
251,-1.1777056,-0.36814708
252,-3.742215,-0.023986971
253,-4.0052037,-0.018388629
254,-0.09830815,-2.3683996
255,-2.914612,-0.055750594
256,-3.9631922,-0.019185217
257,-0.20605521,-1.6808703
258,-2.537024,-0.08240546
259,-0.11744336,-2.1999457
260,-0.21231577,-1.6539611
261,-0.16373923,-1.890233
262,-0.9121026,-0.5136274
263,-1.3690337,-0.29350242
264,-0.08490104,-2.5084188
265,-0.1327745,-2.0847561
266,-0.13198,-2.0903695
267,-2.2630904,-0.10984662
268,-0.17169164,-1.8466733
269,-3.715307,-0.024649324
270,-0.78200805,-0.61154217
271,-0.33725223,-1.2508157
272,-0.75717664,-0.63297194
273,-0.22317827,-1.6092991
274,-0.15316352,-1.9518536
275,-3.9433398,-0.019573748
276,-0.19986473,-1.708383
277,-0.18801934,-1.7637477
278,-2.2162516,-0.115429886
279,-0.1231581,-2.1552339
280,-0.14097412,-2.0288377
281,-1.745561,-0.19182299
282,-0.2960524,-1.3615956
283,-0.0842473,-2.515827
284,-0.9264266,-0.504125
285,-2.8689947,-0.058430225
286,-0.09163104,-2.4354508
287,-0.892419,-0.5270627
288,-3.8581543,-0.02133281
289,-0.093480505,-2.4163785
290,-0.23833275,-1.5508881
291,-0.08850965,-2.4685717
292,-0.13713233,-2.0545914
293,-0.0902318,-2.45015
294,-3.5618234,-0.028797744
295,-0.349155,-1.2217424
296,-0.12627916,-2.1317353
297,-0.32816604,-1.2738353
298,-0.112932876,-2.236897
299,-2.9196513,-0.05546249
300,-0.119132526,-2.186494
301,-1.5717267,-0.23279777
302,-0.67228526,-0.7144536
303,-0.12250496,-2.1602314
304,-3.4157608,-0.03340311
305,-0.117590584,-2.1987655
306,-3.6515598,-0.026293248
307,-0.11009406,-2.2609627
308,-0.14412901,-2.0082452
309,-0.10562628,-2.3001964
310,-0.08441121,-2.5139637
311,-3.451161,-0.032222386
312,-0.09534867,-2.3975103
313,-0.83245456,-0.57089466
314,-0.13941708,-2.0391836
315,-0.6289216,-0.7617825
316,-3.4680274,-0.031674873
317,-3.839516,-0.021738585
318,-0.1389769,-2.0421312
319,-1.0141772,-0.4505159
320,-2.205814,-0.11671456
321,-3.3778014,-0.0347182
322,-0.09236085,-2.4278772
323,-0.2202197,-1.6212198
324,-0.160414,-1.9091322
325,-0.31162977,-1.3177112
326,-0.18965364,-1.7558844
327,-0.3131954,-1.3134418
328,-0.10110548,-2.3417175
329,-0.08553029,-2.5013452
330,-0.11927273,-2.185386
331,-0.48213756,-0.96092737
332,-0.24552056,-1.5246246
333,-1.5640635,-0.23481633
334,-0.8147849,-0.5847136
335,-0.29040387,-1.3781731
336,-0.91092753,-0.5144172
337,-0.08366067,-2.5225244
338,-3.678368,-0.025588758
339,-0.112883046,-2.2373133
340,-0.11715034,-2.2023003
341,-0.1344161,-2.0732708
342,-0.31853506,-1.299066
343,-3.9849606,-0.018768225
344,-0.114740536,-2.2219033
345,-0.47761783,-0.96826637
346,-0.09440738,-2.4069686
347,-0.15982774,-1.9125085
348,-0.08152959,-2.5472765
349,-0.15992202,-1.9119645
350,-0.40460333,-1.1003381
351,-0.11980585,-2.1811874
352,-1.3954755,-0.2846403
353,-0.15234709,-1.9568007
354,-0.23037358,-1.5810294
355,-0.12707493,-2.1258433
356,-0.3858787,-1.1389749
357,-0.50285995,-0.9283596
358,-0.12539,-2.138367
359,-0.11536191,-2.2168078
360,-1.4740379,-0.26006553
361,-0.13641723,-2.0594704
362,-0.09610902,-2.3899412
363,-0.18559687,-1.7755418
364,-0.93434536,-0.49896765
365,-0.12101617,-2.1717293
366,-0.10035874,-2.3487635
367,-0.10915266,-2.2690873
368,-0.21849495,-1.6282513
369,-0.15160611,-1.9613153
370,-0.44002387,-1.0328836
371,-1.2625332,-0.33259073
372,-0.12326138,-2.1544454
373,-3.4658582,-0.03174474
374,-0.9660393,-0.4789837
375,-3.9497557,-0.019447256
376,-0.224811,-1.6027957
377,-1.1751049,-0.36930668
378,-1.6122268,-0.22244751
379,-0.09629406,-2.3881094
380,-0.108035326,-2.2788289
381,-3.2090905,-0.0412318
382,-0.08268383,-2.5337877
383,-0.5459634,-0.86579585
384,-2.9301763,-0.054865606
385,-0.08798916,-2.4742136
386,-0.09698889,-2.381262
387,-0.13241367,-2.0873005
388,-0.4666034,-0.98652214
389,-2.629738,-0.07482839
390,-0.19736572,-1.719757
391,-0.3123119,-1.3158481
392,-3.9534564,-0.019374765
393,-0.090712145,-2.445077
394,-0.13362949,-2.0787556
395,-0.109307624,-2.2677448
396,-0.33434078,-1.2581115
397,-0.34809864,-1.2242749
398,-0.30331853,-1.3408006
399,-0.10901381,-2.270292
400,-0.19967778,-1.7092284
401,-0.28641483,-1.3901057
402,-0.11728255,-2.2012372
403,-3.3540328,-0.035568275
404,-3.8872223,-0.020715311
405,-0.08457817,-2.5120697
406,-0.094310835,-2.407944
407,-0.09652799,-2.385798
408,-0.2622452,-1.4667339
409,-0.15014774,-1.9702702
410,-0.3686386,-1.1766018
411,-2.5037713,-0.08531391
412,-0.08515846,-2.505519
413,-0.10995566,-2.2621517
414,-0.08643569,-2.491261
415,-0.17518196,-1.8282424
416,-0.23971707,-1.5457613
417,-0.09632275,-2.3878253
418,-3.7162292,-0.024626296
419,-2.8558693,-0.059225556
420,-0.08336119,-2.525963
421,-0.38216695,-1.146903
422,-0.12593552,-2.1342924
423,-0.10472392,-2.3083327
424,-2.1252067,-0.12716122
425,-4.012768,-0.01824876
426,-0.10647081,-2.2926476
427,-0.27718437,-1.4184651
428,-0.28826782,-1.3845391
429,-0.17497803,-1.8293087
430,-0.61977047,-0.7723374
431,-0.08192682,-2.5426126
432,-0.4208754,-1.0684865
